smoothing,lev_min,lev_max,threshold,cost_per_trade,sharpe,improvement,annual_return,annual_vol,annual_cost
20,0.2,2.8,0.05,0.0005,3.3066479266102533,0.13289556446470827,0.5026388752060804,0.15200858584341365,0.00975852993742798
40,0.5,2.0,0.01,0.0005,3.306157397266985,0.13272750347679466,0.3335910060472571,0.10089991671994143,0.0044567473882037
40,0.4,2.2,0.03,0.001,3.305430066633634,0.1324783116466662,0.3555902241206268,0.10757759715145701,0.01005833723027539
100,0.3,2.5,0.01,0.0005,3.3046304558564774,0.1322043558089585,0.3508544556825013,0.10617055685022687,0.005819520215623167
60,0.3,2.5,0.05,0.001,3.302621048571875,0.131515909790376,0.4007599406435238,0.12134602630744484,0.010890632059805668
20,0.2,2.8,0.01,0.0005,3.3025735433958734,0.13149963397136652,0.5021731326314984,0.15205509462028166,0.010361964161540903
20,0.2,2.8,0.03,0.0005,3.3011661724275605,0.13101745251058047,0.5019935079248927,0.1520655070676871,0.010091921016743574
80,0.5,2.0,0.07,0.001,3.3008999909638868,0.13092625568339125,0.30303616049939297,0.09180410231420075,0.007205894608431474
20,0.3,2.5,0.1,0.0005,3.2997113118029158,0.13051900054800217,0.44631880579154726,0.13525995568008795,0.0073841741313867395
60,0.4,2.2,0.07,0.0001,3.297967438892648,0.12992152965636783,0.3673221850394919,0.11137835404549262,0.0008031617079299213
80,0.5,2.0,0.03,0.0005,3.297952949866729,0.12991656554964665,0.30766120896926696,0.09328853796464853,0.004096725482524772
60,0.4,2.2,0.1,0.0001,3.2978460609890394,0.1298799441922743,0.36710035545659725,0.11131518835858037,0.0007226789167988942
80,0.4,2.2,0.05,0.001,3.297041206523046,0.12960419180653468,0.3237142480260897,0.09818325818483428,0.009254166965925518
60,0.4,2.2,0.05,0.0005,3.2949980153458878,0.12890417103827323,0.36160870829082725,0.10974474236606419,0.004321482709654925
60,0.4,2.2,0.03,0.0005,3.2945959486322063,0.12876641836346228,0.36163168454860495,0.10976510934481692,0.0046048706190442625
20,0.3,2.5,0.07,0.0005,3.2941444258024597,0.12861172145516492,0.4457778916655897,0.1353243313116113,0.00775359617472911
80,0.5,2.0,0.05,0.0005,3.29408228309,0.1285904306480176,0.30718463956069897,0.09325348098850333,0.003765219765941467
40,0.5,2.0,0.07,0.001,3.2936100191688085,0.1284286276035299,0.32968809371926766,0.10009931102968571,0.007136143054848946
80,0.5,2.0,0.01,0.0005,3.293450181571032,0.12837386540641227,0.3072602275064631,0.09329432982644806,0.0044579184793960645
40,0.4,2.2,0.01,0.001,3.2926928409757483,0.12811439181858902,0.3541749799644702,0.10756392930338285,0.010754877706732873
120,0.3,2.5,0.07,0.0005,3.2916456871697672,0.12775562489557873,0.3567218910252954,0.10837189811033796,0.004247222751129754
120,0.3,2.5,0.05,0.0005,3.2914763205920825,0.12769759796048125,0.35698803599845985,0.10845833335183878,0.004590958413022524
100,0.4,2.2,0.07,0.0005,3.2913886802466346,0.12766757137137053,0.31646642971326866,0.09614982016938661,0.0038295859164561934
100,0.5,2.0,0.07,0.0001,3.2911302896501895,0.1275790437847907,0.2998646944793666,0.09111298189025475,0.0005972357731401421
40,0.5,2.0,0.1,0.001,3.2897583103944394,0.12710898793128766,0.33235680767302966,0.10102772797104975,0.0062357992997783855
100,0.3,2.5,0.1,0.001,3.285319484943714,0.12558819534127794,0.3458362301302276,0.10526715338193438,0.008841740479588267
120,0.4,2.2,0.1,0.0001,3.2850403754671125,0.1254925692283503,0.3250915948790465,0.0989612174349061,0.0006115911155661578
100,0.2,2.8,0.07,0.001,3.283364086629656,0.12491825341642689,0.37930538719351525,0.11552340136084903,0.011691855609762339
60,0.5,2.0,0.03,0.0001,3.2828705455811824,0.1247491605837133,0.3375639994911408,0.10282586376898399,0.0007524506969493973
120,0.3,2.5,0.1,0.0005,3.2820424420114658,0.12446544278796626,0.3555331683520053,0.10832680400504195,0.003988399576685796
120,0.3,2.5,0.03,0.0005,3.2818879765406996,0.12441252114327417,0.3558676145420383,0.10843380916284151,0.004901279875360449
80,0.4,2.2,0.03,0.001,3.280725854966465,0.12401436494217878,0.32348185389327155,0.09860069636832795,0.010011516596553855
120,0.3,2.5,0.01,0.0005,3.2799577456849573,0.12375120187875088,0.3556104347918536,0.10841921218640305,0.005260045108709582
100,0.4,2.2,0.1,0.0001,3.2793742832800703,0.1235513009563669,0.3224102410528611,0.09831456040156003,0.0006826756971675949
60,0.5,2.0,0.1,0.0001,3.279064530715873,0.12344517616961936,0.33628904499679346,0.10255639736476187,0.0005714952641599322
120,0.2,2.8,0.1,0.0005,3.278334993746059,0.1231952284232735,0.3947203874361813,0.12040270081891348,0.004875568101834265
120,0.4,2.2,0.01,0.0001,3.277647585748683,0.12295971454683756,0.3242246846873702,0.09891993455828185,0.000856666158525242
120,0.4,2.2,0.03,0.0001,3.277386534848183,0.12287027550952856,0.3242205925064088,0.0989265651332236,0.000785219615540562
100,0.5,2.0,0.05,0.0001,3.2764058196885872,0.1225342712299776,0.3000202216458856,0.09156992086969301,0.0006576369329957044
100,0.5,2.0,0.01,0.0001,3.275523387284585,0.12223193975150695,0.30019985276819994,0.09164943041883336,0.0007842170688678905
60,0.3,2.5,0.03,0.001,3.2750743483243245,0.12207809384542875,0.40069888472915594,0.12234802697965362,0.011469105318825168
120,0.4,2.2,0.05,0.0001,3.2743151308420706,0.1218179772145689,0.32371269637905664,0.09886424593951834,0.0007309817091899163
100,0.2,2.8,0.05,0.001,3.2739778151367043,0.12170240897902786,0.3785933854078616,0.11563712608481848,0.012380059762020357
100,0.2,2.8,0.03,0.001,3.2739229131571763,0.12168359893016024,0.3771200865746849,0.1151890550199341,0.013204184650096823
120,0.4,2.2,0.07,0.0001,3.271817920554277,0.12096240428350169,0.3234801620581036,0.09886863203050829,0.0006746829296532326
80,0.4,2.2,0.01,0.001,3.2699681061231045,0.12032863660981223,0.32245668006057726,0.09861156732898047,0.010752971924755947
60,0.4,2.2,0.01,0.0005,3.267878586904366,0.1196127433223163,0.36137751448446465,0.1105847432437184,0.004953994087930165
60,0.3,2.5,0.07,0.001,3.267538813942577,0.11949633320249732,0.4030750504789298,0.12335738714380681,0.010237108217867106
120,0.2,2.8,0.05,0.001,3.267126786827869,0.11935516797987547,0.38572648887054295,0.11806290788153158,0.011165387395279693
80,0.5,2.0,0.1,0.001,3.2665269438135316,0.11914965487252314,0.3028447375576857,0.09271153820764978,0.006260359490178218
100,0.5,2.0,0.03,0.0001,3.2661688548390915,0.11902696947636644,0.30035026686099964,0.09195797284515973,0.0007114697176200424
40,0.5,2.0,0.05,0.001,3.265781356622385,0.11889420813597337,0.32919222107162494,0.10080044715917236,0.0076789667009605775
100,0.4,2.2,0.05,0.0005,3.2655815162469044,0.11882574052768614,0.31662145899065597,0.0969571445132827,0.004031383045036666
60,0.3,2.5,0.01,0.001,3.264744253367712,0.118538884647296,0.3994337081658097,0.12234762577613181,0.012175777483071075
60,0.3,2.5,0.1,0.001,3.262802374738649,0.1178735747218304,0.4020381834258566,0.12321867439429578,0.009584598512597428
120,0.2,2.8,0.07,0.001,3.262786069350505,0.1178679883085456,0.38505220647754057,0.11801331693015031,0.01065105191020134
60,0.4,2.2,0.1,0.0005,3.2623212474120638,0.11770873497283717,0.363158425729992,0.11131902660355064,0.0036133945839944706
100,0.2,2.8,0.01,0.001,3.2620085252872406,0.11760159278050666,0.37686167468405407,0.11553056092974773,0.013794791154701037
60,0.5,2.0,0.01,0.0001,3.261535346297026,0.11743947622285986,0.33763775611187374,0.1035211090062874,0.000820562019443387
20,0.4,2.2,0.1,0.0001,3.261253691795405,0.11734297815512479,0.40173916318879765,0.12318549893848638,0.0011527602395385592
100,0.4,2.2,0.03,0.0005,3.2595549669511112,0.1167609755095274,0.3163295782092226,0.09704686112567927,0.004399450420042344
100,0.4,2.2,0.01,0.0005,3.259187394024771,0.11663504080250366,0.316092737594178,0.09698513751424248,0.004743375431840514
60,0.4,2.2,0.07,0.0005,3.2583939590646906,0.11636320087067047,0.36294068081218467,0.1113863717438162,0.004015808539649606
40,0.5,2.0,0.03,0.001,3.258075581085956,0.11625412091781881,0.32865947286656017,0.10087533720043843,0.00825468009027806
100,0.3,2.5,0.07,0.001,3.2576428683989245,0.11610586858049536,0.3444692978230621,0.1057418850803504,0.009843067186904891
100,0.5,2.0,0.07,0.0005,3.256910186565783,0.11585484336784717,0.29676560759508863,0.09111875691850448,0.0029861788657007103
20,0.4,2.2,0.03,0.0001,3.256320997408413,0.11565298039427702,0.4007878121053008,0.12307994587274203,0.0013555951025212224
20,0.4,2.2,0.07,0.0001,3.2556435718350754,0.11542088661098883,0.400541046653631,0.12302975980502132,0.0012371462985089005
20,0.4,2.2,0.01,0.0001,3.255637588443222,0.11541883663220616,0.4008063406584452,0.12311147348870072,0.0014273137584612575
120,0.2,2.8,0.03,0.001,3.255558534501913,0.11539175184378905,0.3843905621838377,0.11807207829628161,0.011776054712940031
120,0.4,2.2,0.1,0.0005,3.2521621039591784,0.11422809572367071,0.3218565558747899,0.09896694739876653,0.0030579555778307886
20,0.4,2.2,0.05,0.0001,3.2500825151720187,0.11351560471610861,0.4001064860464816,0.12310656242686348,0.0012902564966703759
20,0.3,2.5,0.05,0.0005,3.2500231904592853,0.11349527938803906,0.44709894512503445,0.13756792457282482,0.008095829951326794
120,0.2,2.8,0.01,0.001,3.249122514921458,0.1131866976023537,0.38360744533945934,0.11806493709540293,0.012500928775153752
60,0.5,2.0,0.1,0.0005,3.2488398573010313,0.11308985585459252,0.3332391795586127,0.10257174689904557,0.002857476320799661
40,0.5,2.0,0.01,0.001,3.247269976931883,0.1125519968062688,0.32766664441967897,0.10090526711587686,0.0089134947764074
20,0.3,2.5,0.01,0.0005,3.2466150349798797,0.11232760616992815,0.44663020331999004,0.13756795878411188,0.008752779522086208
60,0.5,2.0,0.05,0.0001,3.2463390174827187,0.11223303940467567,0.338374462542544,0.10423263273498985,0.0006912081398062924
20,0.3,2.5,0.03,0.0005,3.246067339758981,0.11213995949565077,0.44654965117940937,0.1375663547425253,0.008446634917982365
100,0.3,2.5,0.05,0.001,3.244908375783776,0.11174288512425545,0.34452327680394523,0.10617349918878033,0.010220506851844934
20,0.5,2.0,0.05,0.0001,3.2436326734986016,0.11130581486684439,0.36485594764394347,0.11248374411348115,0.0010460505661003463
60,0.5,2.0,0.03,0.0005,3.2436020595311836,0.11129532616993192,0.33354791835697717,0.10283256461034149,0.003762253484746987
100,0.3,2.5,0.03,0.001,3.2429242311567723,0.1110630943823687,0.3433268865575847,0.1058695369009956,0.011037274697081666
100,0.4,2.2,0.1,0.0005,3.242415952238398,0.1108889521861273,0.31880680638833314,0.09832384588665906,0.003413378485837975
80,0.5,2.0,0.05,0.001,3.2413260298283966,0.11051553224807925,0.30227667725584606,0.09325710356629854,0.007530439531882934
60,0.4,2.2,0.05,0.001,3.241204648513576,0.11047394561526522,0.3557426112900548,0.10975629430039205,0.00864296541930985
80,0.5,2.0,0.03,0.001,3.2406555617751187,0.11028582219108735,0.3023204182439372,0.0932898953563385,0.008193450965049543
100,0.5,2.0,0.05,0.0005,3.23903007824045,0.10972891285952022,0.2966080830468787,0.09157311784150092,0.0032881846649785223
100,0.4,2.2,0.07,0.001,3.238809048361279,0.10965318548385608,0.3114388683700402,0.09615845322144481,0.007659171832912387
120,0.3,2.5,0.07,0.001,3.238627661554729,0.10959104028026816,0.35097839825675226,0.10837256854906942,0.008494445502259508
120,0.5,2.0,0.05,0.0001,3.238501478712317,0.10954780858894432,0.30301339441612396,0.09356592745377013,0.0005832154103685277
60,0.4,2.2,0.03,0.001,3.23725870621312,0.10912202045448686,0.3553815202196937,0.10977853562881042,0.009209741238088525
120,0.5,2.0,0.03,0.0001,3.2367130793406074,0.10893508242012644,0.3030050776910951,0.09361505646735427,0.0006389865729671235
100,0.5,2.0,0.1,0.0001,3.236293322993638,0.10879126907374302,0.29951047371762396,0.09254738178076226,0.0005427144575094266
120,0.5,2.0,0.01,0.0001,3.2362710149018024,0.10878362606521805,0.30290562465337634,0.09359711323885134,0.0007068930569114602
120,0.4,2.2,0.07,0.0005,3.2361448206238927,0.10874039045596127,0.31991839280363,0.09885787272707816,0.003373414648266163
120,0.4,2.2,0.03,0.0005,3.2354211496567995,0.10849245246953274,0.32007223666258033,0.09892753427062573,0.00392609807770281
120,0.4,2.2,0.05,0.0005,3.235191298079975,0.10841370267891418,0.31985177906568296,0.0988664191992322,0.0036549085459495812
60,0.5,2.0,0.07,0.0001,3.234422993348115,0.10815047265195035,0.33684702343707373,0.10414439426439594,0.0006510103346217549
120,0.3,2.5,0.05,0.001,3.2340211834356247,0.10801280796017755,0.35077866692998794,0.10846517293289412,0.009181916826045048
120,0.3,2.5,0.1,0.001,3.2324286942752565,0.10746720288026547,0.35014427715894403,0.1083223514811206,0.007976799153371591
120,0.4,2.2,0.01,0.0005,3.2318773774940732,0.10727831541783225,0.31969954998703987,0.09892069303536753,0.004283330792626211
120,0.5,2.0,0.07,0.0001,3.231747311779353,0.10723375340985138,0.3024678928835747,0.09359268027581039,0.000551774378262926
80,0.5,2.0,0.01,0.001,3.231058941930398,0.10699790999201536,0.3014511514823117,0.09329794253218096,0.008915836958792129
100,0.5,2.0,0.01,0.0005,3.23100236487222,0.10697852604195994,0.29613143240810413,0.09165311533896557,0.003921085344339451
100,0.3,2.5,0.01,0.001,3.230551088059806,0.10682391342202673,0.343023583932589,0.10618113584410177,0.011639040431246334
20,0.5,2.0,0.1,0.0001,3.2274919542093117,0.10577581902333413,0.3660468965906736,0.11341527780209439,0.0008944939895049702
20,0.2,2.8,0.1,0.001,3.2263753743050376,0.10539326592152287,0.4902703877897445,0.15195702015775178,0.017892445510517208
100,0.5,2.0,0.03,0.0005,3.2258769838211125,0.10522251161651619,0.2966582052010416,0.0919620328638956,0.0035573485881002114
120,0.2,2.8,0.1,0.001,3.2219146105834975,0.1038649570279182,0.38794475117089555,0.12040814176035462,0.00975113620366853
20,0.3,2.5,0.1,0.001,3.2211199076012464,0.103592682657123,0.43569327516295964,0.13526142697600427,0.014768348262773479
120,0.3,2.5,0.03,0.001,3.22065590465474,0.10343370991745948,0.3492452870414735,0.10843918052118431,0.009802559750720898
60,0.5,2.0,0.01,0.0005,3.2190233183862764,0.10287436710770223,0.33325852775851317,0.10352783897371035,0.004102810097216934
60,0.4,2.2,0.1,0.001,3.217982388456409,0.10251773255614466,0.35824653490813363,0.11132644361051837,0.007226789167988941
20,0.2,2.8,0.07,0.001,3.215850402915983,0.10178728981901068,0.4888563991531223,0.15201465799212865,0.018746567626006884
120,0.3,2.5,0.01,0.001,3.2142730994618107,0.10124688753648575,0.34850606865864475,0.10842453577357744,0.010520090217419164
100,0.5,2.0,0.07,0.001,3.2141792525450827,0.10121473450475708,0.29290185324216034,0.09112803929968497,0.0059723577314014205
20,0.5,2.0,0.03,0.0001,3.2136236576931276,0.10102438132613349,0.36640376260931173,0.11401576588850841,0.0011216138929238425
20,0.5,2.0,0.01,0.0001,3.2127158101644575,0.10071334233399774,0.36629522977227524,0.1140142021318483,0.00118423753971493
20,0.3,2.5,0.07,0.001,3.2114656523796765,0.10028502391586143,0.4346251367357483,0.13533544611124634,0.01550719234945822
20,0.5,2.0,0.07,0.0001,3.211189818171186,0.10019051994741297,0.3660842375937796,0.11400267761258327,0.0010077032863071973
60,0.5,2.0,0.1,0.001,3.2110955525027745,0.10015822344654715,0.3294362980748884,0.10259311586605417,0.005714952641599322
120,0.4,2.2,0.1,0.001,3.2110870944645225,0.10015532562548109,0.31782345292804504,0.09897690208276488,0.006115911155661577
20,0.2,2.8,0.05,0.001,3.2107401501554063,0.10003645851968766,0.48806865443446834,0.15201125958786943,0.01951705987485596
100,0.4,2.2,0.05,0.001,3.210738891264153,0.10003602720908283,0.3113290357572236,0.09696491876193804,0.008062766090073331
60,0.5,2.0,0.05,0.0005,3.2106246844437702,0.09999689864047963,0.3346821158840374,0.10424205529399022,0.003456040699031462
20,0.4,2.2,0.1,0.0005,3.2092558197280683,0.09952790986417505,0.3953004427209321,0.12317511127998121,0.005763801197692798
60,0.4,2.2,0.07,0.001,3.209041301222564,0.09945441335992801,0.3574831091371311,0.11139872490919299,0.008031617079299213
60,0.4,2.2,0.01,0.001,3.2067357506108793,0.09866450523556841,0.354656134752507,0.11059724353182061,0.00990798817586033
120,0.5,2.0,0.05,0.0005,3.2061378019939855,0.0984596411705419,0.2999804459870856,0.09356442689410278,0.0029160770518426387
100,0.5,2.0,0.1,0.0005,3.2057061778579845,0.09831176178330617,0.296694819720962,0.09255209406596647,0.002713572287547133
20,0.2,2.8,0.03,0.001,3.2020268374998864,0.09705117751054435,0.4869339531706698,0.1520705409049174,0.020183842033487148
120,0.5,2.0,0.03,0.0005,3.2012030383439085,0.09676893445639077,0.2996822382986448,0.09361550476775776,0.0031949328648356178
120,0.5,2.0,0.07,0.0005,3.2011099116292097,0.09673702817415054,0.29959926620545874,0.0935923084418483,0.0027588718913146293
60,0.5,2.0,0.07,0.0005,3.200808441098725,0.09663374090729203,0.3333731505398556,0.10415279660579135,0.0032550516731087746
20,0.2,2.8,0.01,0.001,3.20080051792657,0.0966310263374951,0.4867110951113047,0.15205917781673842,0.020723928323081807
100,0.4,2.2,0.03,0.001,3.1998505171546245,0.09630554515998173,0.31055652395141053,0.09705344743027684,0.008798900840084688
20,0.4,2.2,0.07,0.0005,3.1997208151571694,0.09626110776571407,0.3936375323418637,0.12302246198393041,0.006185731492544501
120,0.5,2.0,0.01,0.0005,3.1969812728810405,0.09532250911167725,0.2992304188807635,0.09359780159459753,0.0035344652845573014
100,0.4,2.2,0.1,0.001,3.196269516654645,0.0950786532522812,0.3143158882037014,0.09833835556291827,0.00682675697167595
20,0.4,2.2,0.03,0.0005,3.1948577953601878,0.09459498131978418,0.39322259928872216,0.12307984407311948,0.006777975512606109
100,0.4,2.2,0.01,0.001,3.1947759869102406,0.09456695280506537,0.30987046319648637,0.0969928609912243,0.009486750863681028
60,0.5,2.0,0.03,0.001,3.1946401615608013,0.09452041748006652,0.3285445018455022,0.10284241267566913,0.007524506969493974
120,0.5,2.0,0.1,0.0001,3.1930486225311956,0.09397513792586822,0.30491108376587284,0.09549215179948106,0.0004902085582133321
20,0.5,2.0,0.05,0.0005,3.1929294365838414,0.09393430345116728,0.3591634732426294,0.11248713144970197,0.005230252830501731
100,0.5,2.0,0.05,0.001,3.1923826530362893,0.09374696912665119,0.2923552276862531,0.0915790052324062,0.006576369329957045
20,0.4,2.2,0.05,0.0005,3.191738737742057,0.09352635634993069,0.3929091033748777,0.1231019001426272,0.006451282483351878
120,0.4,2.2,0.07,0.001,3.191594846850135,0.09347705767742508,0.3154792812014331,0.09884690768716696,0.006746829296532326
20,0.4,2.2,0.01,0.0005,3.1909444090098162,0.09325421020148811,0.39284190326223123,0.12311148453511737,0.007136568792306288
120,0.4,2.2,0.05,0.001,3.1863731453160686,0.09168804274804708,0.3150411099922823,0.0988713799748749,0.0073098170918991625
20,0.5,2.0,0.1,0.0005,3.1846390146278254,0.09109390965359125,0.3611745080064319,0.11341144360395923,0.004472469947524851
120,0.4,2.2,0.03,0.001,3.1830825381159396,0.09056064292074116,0.3149047291267326,0.09893074570197107,0.00785219615540562
100,0.5,2.0,0.03,0.001,3.175618564252263,0.08800339973334569,0.2920576148556515,0.09196873268827861,0.007114697176200423
100,0.5,2.0,0.01,0.001,3.1754984298730866,0.08796224031500736,0.29106356186925675,0.09165917360598082,0.007842170688678903
120,0.4,2.2,0.01,0.001,3.174823583613163,0.08773103023412443,0.3140645472689243,0.09892346424852297,0.008566661585252423
100,0.5,2.0,0.1,0.001,3.167487268227443,0.08521752430774152,0.2931835208999989,0.09256028393259091,0.005427144575094266
60,0.5,2.0,0.05,0.001,3.16607516575811,0.08473372178035339,0.33008071785520054,0.10425549002282244,0.006912081398062924
60,0.5,2.0,0.01,0.001,3.16604365549267,0.08472292600144242,0.3278043905892376,0.103537545990732,0.008205620194433869
120,0.5,2.0,0.1,0.0005,3.1659186562227397,0.08468009981564688,0.3023561522445486,0.09550344941751913,0.002451042791066661
120,0.5,2.0,0.05,0.001,3.165726279587701,0.084614189370574,0.2961989356468342,0.09356429125180421,0.005832154103685277
20,0.3,2.5,0.05,0.001,3.165296408830752,0.08446691071114333,0.43544700691692695,0.13756910907366787,0.016191659902653588
20,0.5,2.0,0.07,0.0005,3.1632621450969256,0.08376994858752047,0.36059646719109417,0.11399512612320821,0.0050385164315359865
120,0.5,2.0,0.07,0.001,3.1628394679232654,0.08362513453236009,0.2960220960137403,0.09359377831721245,0.005517743782629259
20,0.5,2.0,0.03,0.0005,3.1600870799128202,0.08268213478218235,0.36029478638878487,0.1140141955830928,0.005608069464619213
60,0.5,2.0,0.07,0.001,3.1588592624516783,0.08226147041555715,0.3290431886723968,0.1041651942470578,0.006510103346217549
20,0.3,2.5,0.03,0.001,3.1577066096150648,0.08186655831274198,0.434399458565379,0.1375680239711484,0.01689326983596473
120,0.5,2.0,0.03,0.001,3.1568898709847266,0.08158673427577968,0.2955403722209915,0.0936175743529513,0.0063898657296712355
20,0.5,2.0,0.01,0.0005,3.1561579170592946,0.08133595845267459,0.359846259327292,0.1140140223600008,0.00592118769857465
20,0.3,2.5,0.01,0.001,3.1550350249531416,0.08095124271798877,0.43404064265618514,0.13757078423008362,0.017505559044172416
120,0.5,2.0,0.01,0.001,3.1479778464476325,0.07853337229332492,0.2946507651758339,0.09360001230896066,0.007068930569114603
20,0.4,2.2,0.1,0.001,3.1444959942444908,0.07734044973107784,0.38729290558480023,0.1231653359691599,0.011527602395385595
120,0.5,2.0,0.1,0.001,3.1320174128460123,0.07306514439742527,0.29916923410652907,0.09551965863263798,0.004902085582133322
20,0.5,2.0,0.1,0.001,3.131209045061249,0.07278818830831625,0.35510796407500433,0.11340921636487485,0.008944939895049702
20,0.4,2.2,0.07,0.001,3.130120968054143,0.07241540062649905,0.38505531254116154,0.12301611230716535,0.012371462985089001
20,0.5,2.0,0.05,0.001,3.1297921502023063,0.07230274385319559,0.35208082186696665,0.11249335577897994,0.010460505661003462
20,0.4,2.2,0.05,0.001,3.119156327672561,0.0686587888764907,0.38396374913842224,0.1230985910298785,0.012902564966703755
20,0.4,2.2,0.03,0.001,3.118432484267885,0.06841079181096556,0.3838228990139805,0.12308199742990127,0.013555951025212218
20,0.4,2.2,0.01,0.001,3.1105374413807345,0.06570585942426278,0.3829494005687304,0.12311358014026773,0.014273137584612575
20,0.5,2.0,0.07,0.001,3.103551190255972,0.06331228953501429,0.3537672817318238,0.11398789968166954,0.010077032863071973
20,0.5,2.0,0.03,0.001,3.0934497846568516,0.05985143193780597,0.3526965384109595,0.1140139853442241,0.011216138929238426
20,0.5,2.0,0.01,0.001,3.085789383430033,0.0572268904793571,0.35182742389644095,0.11401537181561122,0.0118423753971493
